smiles,pIC50
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,5.327902142
C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,5.321481621
COc1ccc(CNC(=O)C2CN(C(=O)/C=C/c3ccc(OCc4ccccc4)c(OC)c3)C2)cc1,5.320572103
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,5.318758763
O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,5.318758763
Nc1nc(NCc2ccccc2)c2ccccc2n1,5.318758763
CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,5.316052869
OB1Oc2ccc3ccc(O)cc3c2C=C1c1cc(O)cc(O)c1,5.30980392
COc1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1OC,5.30980392
COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1,5.30980392
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,5.30980392
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,5.30980392
CCCNc1nc(NCc2ccccc2)c2ccccc2n1,5.301029996
Clc1nc(NCCc2ccccc2)c2ccccc2n1,5.301029996
COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,5.301029996
CC12CCC(C1)C(C)(C)C2NS(=O)(=O)c1ccc(F)cc1,5.301029996
Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,5.301029996
O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.301029996
O=C(/C=C/c1ccc(F)cc1F)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5.296708622
O=c1cc(/C=C/c2nc3ccc(O)cc3s2)occ1O,5.295849483
Cc1cc2nc3n(c(=O)c2cc1NCc1ccccc1O)CCC3,5.293282218
Cc1cc2nc3n(c(=O)c2cc1NC(=O)c1cc2cc(Cl)ccc2[nH]1)CCC3,5.292429824
Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,5.292429824
O=C(CCCc1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,5.278189385
Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,5.27572413
Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCOCC2)cc1,5.274088368
CCN(CC)CCCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,5.269217724
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc(Cl)nn3)n2)ccc1O,5.26760624
COc1c(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc2c1=O,5.26760624
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(OC)c2O)ccc1O,5.26760624
COc1cc(OCc2ccccc2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,5.26760624
COc1ccc2cc(/C=C/c3ccc(N)cc3)oc2c1,5.2644011
O=C(NCCCCN1CCOc2ccccc2C1)c1cc(O)c(C(=O)NCCCCN2CCOc3ccccc3C2)cc1O,5.262012674
O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,5.259637311
CN1CCN(CCCOc2ccc(/C=C/c3cc(=O)c(O)co3)cc2)CC1,5.256490235
CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1,5.251811973
O=C(CCc1ccccc1Cl)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5.248720896
O=C(CN1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2ncccc12,5.246340353
c1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1,5.244125144
O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,5.244125144
CCOCCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1OC,5.236572006
CNc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(NC)c(C(F)(F)F)c2)cc1C(F)(F)F,5.236572006
COc1ccc(Cn2cc(CNC(=O)[C@@H](C)CC[C@H]3O[C@H]4C[C@H]5[C@@H]6CC[C@@H]7C[C@@H](OCc8ccccc8)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@H]4[C@@H]3C)nn2)cc1,5.233587153
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCCC3)cc2)c(O)c1,5.229147988
CN(C)c1ccc(/C=C/c2cc(=O)c(O)co2)cc1,5.227678293
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5.226945307
CN1CCN(CCCOc2ccc(/C=C/c3cc(=O)c(O)cn3C)cc2)CC1,5.220403509
Cc1cc2nc3n(c(=O)c2cc1NCc1ccc(Cl)cc1O)CCC3,5.214670165
COc1ccc2[nH]c(C(=O)Nc3cc4c(=O)n5c(nc4cc3C)CCC5)cc2c1,5.214670165
Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,5.214670165
COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,5.21395879
CN(C)CCCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,5.209011525
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc([N+](=O)[O-])cc3)n2)ccc1O,5.207608311
O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,5.207608311
Cc1oc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)cc(=O)c1O,5.203425667
O=c1c2cc(NCc3cc(F)ccc3O)ccc2nc2n1CCC2,5.200659451
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3cc(Cl)cc(Cl)c3)n2)ccc1O,5.200659451
Cc1cc2nc3n(c(=O)c2cc1NCc1cc(F)ccc1O)CCC3,5.19859629
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.193820026
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,5.187086643
CC(F)(F)c1nc(N)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)nc1Cl,5.187086643
COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,5.187086643
CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,5.186419011
CNS(=O)(=O)c1cc(C(=O)N(C)C)c(NCc2ccco2)cc1Cl,5.183096161
c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,5.180456064
CNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,5.180456064
COc1c(O)c(O)c(C(=O)O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,5.180456064
Cc1ccc2nc3c(c(N4CCCCC4)c2c1)CCCC3,5.174184555
COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,5.167491087
CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,5.167491087
CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,5.162411562
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc(C(C)C)cc3)n2)ccc1O,5.161150909
CCNc1nc(NCc2ccccc2)c2ccccc2n1,5.15490196
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5.15490196
Cc1oc(/C=C/c2ccc(OCCCN3CCCC3)cc2)cc(=O)c1O,5.154281982
O=c1c2cc(NCc3ccc(Cl)cc3O)ccc2nc2n1CCC2,5.153662888
O=c1cc(/C=C/c2nc3ccccc3o2)occ1O,5.151810883
O=[N+]([O-])c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,5.151195299
O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,5.148741651
COc1ccc(CNc2nc(N=[N+]=[N-])nc3ccccc23)cc1OC,5.142667504
O=c1cc(/C=C/c2ccc(O)cc2)occ1O,5.142667504
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3OC)cc2)c(O)c1,5.13667714
O=C(/C=C/c1ccccc1Cl)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5.133712661
Cc1cc2nc3n(c(=O)c2cc1NCc1cc(Br)ccc1O)CCC3,5.132532512
Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1c[nH]c2ccccc12,5.13076828
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)cc1)C2,5.13076828
CN(C)c1ccc(-c2cc(NCCNc3cc(-c4ccc(N(C)C)cc4)[nH]n3)n[nH]2)cc1,5.124938737
COc1cc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc(OC)c1,5.121478204
O=c1c2cc(NCc3cc(Br)ccc3O)ccc2nc2n1CCC2,5.117475462
CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.[I-],5.113509275
COc1cc(-c2cncn2CCC(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,5.110138279
COc1ccc(CNc2nc(O)nc3ccccc23)cc1OC,5.107905397
Nc1nc(NCCc2ccccc2)c2ccccc2n1,5.107905397
COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)c(O)c1,5.107905397
Oc1cc(O)cc(/C=C/c2ccc(NCc3cccc(O)c3O)cc2)c1,5.104025268
COc1ccccc1/C=C/c1cc(=O)c(O)co1,5.100726813
O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,5.096910013
CCOC(=O)C(Cc1cn(-c2ccccc2)nn1)(Cc1cn(-c2ccccc2)nn1)NC(C)=O,5.093395628
CCOC(=O)C(Cc1cn(-c2ccccc2C(F)(F)F)nn1)(Cc1cn(-c2ccccc2C(F)(F)F)nn1)NC(C)=O,5.093395628
Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,5.091514981
COc1cc(/C=C/C(=O)NCCC(=O)N2CCCCC2)ccc1OCc1ccccc1,5.087777943
CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,5.087246696
COc1ccc(CCNc2nc(Cl)nc3ccccc23)cc1OC,5.086186148
CN(C)Cc1ccccc1Nc1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,5.086186148
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](OCc6ccccc6)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]1CC[C@H](C)C(=O)NCc1cn(Cc2cscn2)nn1,5.081969663
O=c1cc(/C=C/c2ccccc2O)occ1O,5.081445469
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(C)cc3C)cc2)c(O)c1,5.080921908
COc1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1OC,5.080921908
COc1ccc(CNc2nc(NC(N)=O)nc3ccccc23)cc1OC,5.080921908
O=c1c2cc(NCc3cccc(Br)c3O)ccc2nc2n1CCC2,5.078833949
Cl.Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,5.075720714
c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,5.075720714
Nc1nc(NCc2ccccc2)nc2ccccc12,5.075720714
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,5.075720714
COc1ccc(CNc2nc(N)nc3ccccc23)cc1OC,5.075720714
Oc1ccc(/C=C/c2ccc(O)c3ncccc23)cc1,5.070581074
COc1cc(/C=C/C(=O)N2CCC[C@H]2C(=O)NCCOc2ccccc2)ccc1OCc1ccccc1,5.066006836
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],5.060480747
O=C(CCc1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,5.060480747
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc(C)cc3)n2)ccc1O,5.060480747
O=C(/C=C/c1ccccc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5.052566278
OB1Oc2ccc3cc(O)ccc3c2C=C1c1cc(O)cc(O)c1,5.050609993
CCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,5.048662481
O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,5.045757491
O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,5.036212173
O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,5.033389013
Cc1cc2nc3n(c(=O)c2cc1NCc1cccc(Br)c1O)CCC3,5.032920266
CN(C)c1ccc(-c2cc(=O)c3ccc(OCC(=O)NCCCCCCNc4c5c(nc6ccccc46)CCCC5)cc3o2)cc1,5.023650021
Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,5.022276395
O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12,5.022276395
COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2oc(-c3ccccc3)cc(=O)c12,5.017728767
Cl.O=c1c2c(F)cccc2[se]n1-c1cc(Cl)c(O)c2ncccc12,5.017728767
CCN(CCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCCCCN(CC)Cc1ccccc1OC)C3=O)Cc1ccccc1OC,5.013676223
COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1,5.013228266
O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,5.008773924
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ncccn4)CC3)cc1)C2,5.004364805
COc1cc(-c2cncn2CCC(=O)NCCc2ccccc2)ccc1OCc1ccccc1,5.003926346
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1,5
CCN(CC)Cc1cc(NCCN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,5
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1,4.995678626
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,4.995678626
C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O,4.995678626
O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,4.995248844
CCCSC(=O)/C=C/c1cc(O)ccc1O,4.991399828
CC(C)Nc1nc(N)nc2ccccc12,4.991399828
COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1,4.991399828
Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1,4.990549104
COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1,4.986320303
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(C)n2)ccc1O,4.982966661
COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC,4.982966661
Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,4.981715692
CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,4.978810701
COc1cc(/C=C/C(=O)N2CC(C(=O)N3CCCCC3)C2)ccc1OCc1ccccc1,4.97674754
COc1ccc(CC(=O)Nc2nc(-c3ccccc3)cs2)cc1,4.974694135
CCN(CC)C(=O)/C=C/c1ccc(OS(=O)(=O)c2ccc(C)cc2)c(OC)c1,4.973058372
COc1cc(/C=C/CN2CCCCC2)ccc1OCc1ccccc1,4.973058372
CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,4.972242795
O=c1cc(/C=C/c2ccc(O)cc2)[nH]cc1O,4.969805215
COc1ccc(C(=O)/C=C/c2ccc(OCCCOc3ccccc3)c(OC)c2)c(O)c1,4.962573502
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccoc4)CC3)cc1)C2,4.962573502
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1,4.958607315
Oc1nc(NCCc2ccccc2)c2ccccc2n1,4.950781977
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccccc3)n2)ccc1O,4.946921557
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.946921557
O=C(/C=C/c1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,4.941573976
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.93930216
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(Cc3ccccc3)n2)ccc1O,4.93930216
COc1ccc(Nc2nc(Cl)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,4.937418016
O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,4.929962133
c1ccc(CCNc2ncnc3ccccc23)cc1,4.924453039
CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,4.920818754
COc1ccc(CCNc2ncnc3ccccc23)cc1OC,4.920818754
COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,4.913640169
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc1)C2,4.913640169
COc1c(O)c(O)c(-c2c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c2O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,4.910094889
CCCN(CCC)C(=O)/C=C/c1ccc(OCc2ccccc2)c(OC)c1,4.907279355
COc1ccccc1/C=C/c1cc(=O)c(O)cn1C,4.903785415
COc1ccc(C(=O)/C=C/c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1,4.903089987
C=CCOC(=S)/C=C/c1ccc(O)c(O)c1,4.903089987
Oc1cc(CN(Cc2ccccn2)Cc2ccccn2)cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1.[Br-],4.902048929
COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12,4.899629455
OB1Oc2ccc3ccccc3c2C=C1c1cc(O)cc(O)c1,4.899629455
CCN(CC)C(=O)C1CN(C(=O)/C=C/c2ccc(OCc3ccccc3)c(OC)c2)C1,4.893469146
O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,4.89279003
O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.89279003
COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC,4.886056648
CNc1cccc(NCCc2cccc(NCc3ccccn3)n2)n1,4.886056648
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,4.886056648
COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,4.886056648
CCCNc1ccc(O)c(CNc2ccc(/C=C/c3cc(OC)cc(OC)c3)cc2)c1,4.883724412
O=C(O)c1cccnc1,4.882728704
COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,4.879426069
O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.879426069
O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2ncccc12,4.877129077
NC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1,4.876148359
COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3cc([N+](=O)[O-])ccc3O)cc2)c(O)c1,4.876148359
Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12,4.872895202
Cc1cc(N2CCN(c3nc(Cl)nc(Nc4ccccc4F)n3)CC2)n2ncnc2n1,4.872895202
C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,4.872895202
COc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,4.872895202
O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.869666232
Nc1nc(NCC2CCCCC2)c2ccccc2n1,4.866461092
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.863279433
Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12,4.860120914
O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,4.853871964
COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,4.853871964
COc1cc(/C=C/c2cc(/C=C/c3ccc(OCC(=O)O)c(OC)c3)on2)ccc1OCC(=O)O,4.850780887
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.850780887
CN(C)c1ccccc1CNc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.848936747
O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,4.847711656
COc1ccc(CCNc2nc(NC(N)=O)nc3ccccc23)cc1OC,4.841637508
CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1,4.838631998
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCC3)cc2)c(O)c1,4.835647144
Nc1nc(NCc2cccc(F)c2)nc2ccccc12,4.832682665
Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,4.829738285
Nc1nc(NCCc2ccccc2)nc2ccccc12,4.826813732
CCCNc1nc(N)nc2ccccc12,4.826813732
